id,name,name_en,name_ms,amenity,man_made,shop,tourism,opening_hours,beds,rooms,addr_full,addr_housenumber,addr_street,addr_city,source,adm0_pcode,adm0_name,adm1_pcode,adm1_name,adm2_pcode,adm2_name,adm3_pcode,adm3_name,adm4_pcode,adm4_name,name_latin,,,,,,,,,,,,,,,,,,,,,,,,,,
node/13392310596,Hyderabad dum biryani,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Hyderabad dum biryani,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11363855728,I Love Yoo!,,,restaurant,,,,Mo-Su 10:00-22:00,,,,"Lot  G-70, Wangsa Walk Mall",Jalan Wangsa Perdana 1,Wangsa Maju,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,I Love Yoo!,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3084548361,I Love YumCha,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,I Love YumCha,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3084554130,I Village Steamboat,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,I Village Steamboat,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1623858285,Ibrahim Maju,,Ibrahim Maju,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Ibrahim Maju,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4701354290,ICON KITCHEN,ICON KITCHEN,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,ICON KITCHEN,,,,,,,,,,,,,,,,,,,,,,,,,,
node/6158523390,I'dahlia Corner,I'dahlia Corner,,restaurant,,,,Mo-Su 07:00-23:00,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,I'dahlia Corner,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8334227734,Idli Only Cafe,,,restaurant,,,,,,,,64,Jalan Maarof,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Idli Only Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,
node/12875151013,Idris Mee Tarik,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Idris Mee Tarik,,,,,,,,,,,,,,,,,,,,,,,,,,
node/12548076745,IF ONLY,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,IF ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11261812904,Ikan Bakar Banjir,,,restaurant,,,,11:00-16:30,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Ikan Bakar Banjir,,,,,,,,,,,,,,,,,,,,,,,,,,
node/12279220622,Ikan Bakar Jalan Bellamy,,Ikan Bakar Jalan Bellamy,restaurant,,,,10:00-16:00; Fr off,,,,,Jalan Bellamy,Kuala Lumpur,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Ikan Bakar Jalan Bellamy,,,,,,,,,,,,,,,,,,,,,,,,,,
node/10972402520,Ikan Bakar Kak Mia,,Ikan Bakar Kak Mia,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Ikan Bakar Kak Mia,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3084605324,Ikar,Ikar,Ikar,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Ikar,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11127526099,iKar,iKar,iKar,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,iKar,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4698078717,Iketeru,Iketeru,,restaurant,,,,"12:00-14:30,18:30-22:30",,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Iketeru,,,,,,,,,,,,,,,,,,,,,,,,,,
node/12614896522,IL Forno,,,restaurant,,,,Mo-Su 06:30-22:00,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,IL Forno,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5875469486,Imperial Art Cottage,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Imperial Art Cottage,,,,,,,,,,,,,,,,,,,,,,,,,,
node/6158521631,India Gate,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,India Gate,,,,,,,,,,,,,,,,,,,,,,,,,,
node/13043098242,India gate (no more bars or clubs here),,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,India gate (no more bars or clubs here),,,,,,,,,,,,,,,,,,,,,,,,,,
node/7051889387,Indian Empire,Malabar Palace,,restaurant,,,,Mo-Su 11:00-23:30,,,,,Jalan Bukit Bintang,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Malabar Palace,,,,,,,,,,,,,,,,,,,,,,,,,,
node/10833459797,Indian Spices Village,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Indian Spices Village,,,,,,,,,,,,,,,,,,,,,,,,,,
node/13097874615,Indian Spices Village,,,restaurant,,,,,,,,86,Lorong Maarof,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Indian Spices Village,,,,,,,,,,,,,,,,,,,,,,,,,,
node/12876462505,Infinity Cafe,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Infinity Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,
node/10682852378,Iola,,,restaurant,,,,Mo-Su 08:30-22:00,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Iola,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1624759305,Ipoh Chicken Rice,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Ipoh Chicken Rice,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1545871455,Ipoh Kopitiam,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Ipoh Kopitiam,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8010621102,Ipoh Road Yong Tow Foo,Ipoh Road Yong Tow Foo,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Ipoh Road Yong Tow Foo,,,,,,,,,,,,,,,,,,,,,,,,,,
node/7213800031,Ipoh Road Yong Tow Foo,Ipoh Road Yong Tow Foo,,restaurant,,,,,,,,,Jalan Segambut Dalam,Kuala Lumpur,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Ipoh Road Yong Tow Foo,,,,,,,,,,,,,,,,,,,,,,,,,,
node/7087259785,Ipoh Sedap,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Ipoh Sedap,,,,,,,,,,,,,,,,,,,,,,,,,,
node/9593253288,Ipoh Tuck Kee,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Ipoh Tuck Kee,,,,,,,,,,,,,,,,,,,,,,,,,,
node/9495833724,Ippudo,Ippudo,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Ippudo,,,,,,,,,,,,,,,,,,,,,,,,,,
node/13481071291,Irama Dining,,,restaurant,,,,,,,,,Lorong Raja Chulan,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Irama Dining,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11097066129,Isan Thai Restaurant,Isan Thai Restaurant,,restaurant,,,,17:00-29:00,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Isan Thai Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11395268528,Ishin,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Ishin,,,,,,,,,,,,,,,,,,,,,,,,,,
way/788754375,Ismail,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Ismail,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11735950655,Istana Maju,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Istana Maju,,,,,,,,,,,,,,,,,,,,,,,,,,
node/13088651049,Iswara Tomyam,,,restaurant,,,,Mo-Su 12:00-01:00,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Iswara Tomyam,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4663155702,J&P Magic House,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,J&P Magic House,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8567985957,Jafar,,Jafar,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Jafar,,,,,,,,,,,,,,,,,,,,,,,,,,
node/6395196402,Jai Hind,Jai Hind,,restaurant,,,,,,,,Sep-13,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Jai Hind,,,,,,,,,,,,,,,,,,,,,,,,,,
node/13194382008,Jaipur Curry House,,,restaurant,,,,,,,,32,Persiaran Abang Haji Openg,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Jaipur Curry House,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1553409622,Jake's,,,restaurant,,,,"12:00–15:00,18:00–23:00",,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Jake's,,,,,,,,,,,,,,,,,,,,,,,,,,
node/12531353645,Jamun,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Jamun,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2548316630,Janova,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Janova,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3084596951,Janwa Thai,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Janwa Thai,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11527828286,Jari Tiga Rasa,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Jari Tiga Rasa,,,,,,,,,,,,,,,,,,,,,,,,,,
node/7513290693,Jarrod & Rawlins,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Jarrod & Rawlins,,,,,,,,,,,,,,,,,,,,,,,,,,
node/10656730256,Jasima,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Jasima,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1559435079,Java Love Coffee & Pastries,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Java Love Coffee & Pastries,,,,,,,,,,,,,,,,,,,,,,,,,,
node/10705998866,Jawa An-Nur,,,restaurant,,,,,,,,418,Jalan Tuanku Abdul Rahman,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Jawa An-Nur,,,,,,,,,,,,,,,,,,,,,,,,,,
node/10705998878,Jawa An-Nur,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Jawa An-Nur,,,,,,,,,,,,,,,,,,,,,,,,,,
node/10590924095,Jay Aloki Bhavan,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Jay Aloki Bhavan,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3307461853,Jaya,Jaya,,restaurant,,,,07:00-23:00,,,,51,Jalan Thambipillay,Kuala Lumpur,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Jaya,,,,,,,,,,,,,,,,,,,,,,,,,,
node/10795352545,JH Toast House Desa Petaling,,,restaurant,,,,,,,,16,Jalan 9/125D,Kuala Lumpur,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,JH Toast House Desa Petaling,,,,,,,,,,,,,,,,,,,,,,,,,,
node/7513251484,Jhann,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Jhann,,,,,,,,,,,,,,,,,,,,,,,,,,
node/10590400575,Jin Jin Soo Ra,Jin Jin Soo Ra,,restaurant,,,,"11:00-15:00,17:00-21:30",,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Jin Jin Soo Ra,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1538377651,Jin Xuan Hong Kong,,,restaurant,,,,,,,,,,Petaling Jaya,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Jin Xuan Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,,
node/12818521350,Jin Xuan Hong Kong (Sri Hartamas) Sdn. Bhd.,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Jin Xuan Hong Kong (Sri Hartamas) Sdn. Bhd.,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11903790801,Jiu Ding Ji's Roaster & Coffee Maker,,,restaurant,,,,07:30-17:00,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Jiu Ding Ji's Roaster & Coffee Maker,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4201801589,Jiu Pin,Jiu Pin,Jiu Pin,restaurant,,,,,,,,90,Jalan Pudu,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Jiu Pin,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11964277047,JJ Love,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,JJ Love,,,,,,,,,,,,,,,,,,,,,,,,,,
node/9426811720,Jojo Little Kitchen,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Jojo Little Kitchen,,,,,,,,,,,,,,,,,,,,,,,,,,
node/6702191485,Joloko,,,restaurant,,,,Mo-Su 17:00-00:00,,,,43,Jalan Kamunting,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Joloko,,,,,,,,,,,,,,,,,,,,,,,,,,
node/9957499235,Jom Bento,,,restaurant,,,,Mo-Su 08:30-20:00,,,,Lot2-G-43F,Jalan 34/26,"Lot2-G-43F, Ground Floor, Wisma Rampai, Jalan 34/26, 53300 Kuala Lumpur.",,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Jom Bento,,,,,,,,,,,,,,,,,,,,,,,,,,
node/9948737119,Jom SateKL,,Jom SateKL,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Jom SateKL,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3084575249,Jom Sedap,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Jom Sedap,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3046728853,Joo Hing,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Joo Hing,,,,,,,,,,,,,,,,,,,,,,,,,,
node/10187555842,Joy Florist Cafe,Joy Florist Cafe,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Joy Florist Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,
node/13099974431,JP teres,,,restaurant,,,,Mo-Su 09:00-23:00,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,JP teres,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4567732244,JR Bistro,JR Bistro,,restaurant,,,,24-Jul,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,JR Bistro,,,,,,,,,,,,,,,,,,,,,,,,,,
node/12116351692,JRA MAJU,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,JRA MAJU,,,,,,,,,,,,,,,,,,,,,,,,,,
node/10721503593,JS Cafe,JS Cafe,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,JS Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,
node/10219350815,Ju Ga & Cook,,,restaurant,,,,"10:30-15:00,16:30-20:00; Su off",,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Ju Ga & Cook,,,,,,,,,,,,,,,,,,,,,,,,,,
node/12586947229,Jue Kitchen - Pasta,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Jue Kitchen - Pasta,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11893032092,Jujube Vegetarian House,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Jujube Vegetarian House,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11084036487,Jujube Vegetarian House,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Jujube Vegetarian House,,,,,,,,,,,,,,,,,,,,,,,,,,
node/13159859049,Jujube Vegetarian House,Jujube Vegetarian House,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Jujube Vegetarian House,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11338136564,Junction @ Kampung Baru,,Junction @ Kampung Baru,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Junction @ Kampung Baru,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11332998050,Junior Kupanna,,,restaurant,,,,,,,,10&12,Jalan Ampang,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Junior Kupanna,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5787606254,Junk Cafe,,,restaurant,,,,,,,,124,Jalan Petaling,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Junk Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3084596950,Juro,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Juro,,,,,,,,,,,,,,,,,,,,,,,,,,
node/10981624763,JV Bistro,JV Bistro,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,JV Bistro,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3081500499,K R Mani Curry House,K R Mani Curry House,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,K R Mani Curry House,,,,,,,,,,,,,,,,,,,,,,,,,,
node/10197345817,Ka Ka Bak Kut Teh,Ka Ka Bak Kut Teh,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Ka Ka Bak Kut Teh,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11658559848,Kaas Cafeteria,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Kaas Cafeteria,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11939289941,Kafe Khabir,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Kafe Khabir,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4200042898,Kafe Kleptokrat,,,restaurant,,,,,,,,16;18;20;22,Jalan Tun H.S. Lee,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Kafe Kleptokrat,,,,,,,,,,,,,,,,,,,,,,,,,,
node/12805878622,Kafe Pin Chou,,,restaurant,,,,Mo-Fr 07:30-15:00,,,,14,Jalan SS 2/103,Petaling Jaya,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Kafe Pin Chou,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1550045112,Kafe PJ Oldtown,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Kafe PJ Oldtown,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11960435792,Kafe Ramlah,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Kafe Ramlah,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11832976685,Kafe RCC,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Kafe RCC,,,,,,,,,,,,,,,,,,,,,,,,,,
node/12112206625,Kafe Stars,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Kafe Stars,,,,,,,,,,,,,,,,,,,,,,,,,,
node/6728666286,Kafei Dian,,,restaurant,,,,Mo-Su 7:30-22:30,,,,15-Jan,Jalan Balai Polis,Kuala Lumpur,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Kafei Dian,,,,,,,,,,,,,,,,,,,,,,,,,,
node/13264889931,Kaihomaru,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Kaihomaru,,,,,,,,,,,,,,,,,,,,,,,,,,
node/12313144885,Kaisah Catering,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Kaisah Catering,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4459845490,Kajitsu,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Kajitsu,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1545871464,Kak Dee,,,restaurant,,,,Mo-Su 07:00-20:00,,,,,,Petaling Jaya,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Kak Dee,,,,,,,,,,,,,,,,,,,,,,,,,,
node/354616534,Kak Eita Steamboat,Kak Eita Steamboat,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Kak Eita Steamboat,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11118811844,Kak Ida Ayam Penyet,,Kak Ida Ayam Penyet,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Kak Ida Ayam Penyet,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5668228921,Kak Mah,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Kak Mah,,,,,,,,,,,,,,,,,,,,,,,,,,
way/534596019,Kak Nik Patin House,Kak Nik Patin House,,restaurant,,,,,,,,,,Kuala Lumpur,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Kak Nik Patin House,,,,,,,,,,,,,,,,,,,,,,,,,,
node/10186476614,Kak Pah,,Kak Pah,restaurant,,,,,,,,69,Jalan Haji Yahya Sheikh Ahmad,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Kak Pah,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3092039217,Kak Ram,,Kak Ram,restaurant,,,,,,,,,,Kuala Lumpur,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Kak Ram,,,,,,,,,,,,,,,,,,,,,,,,,,
node/6253623189,Kak Som Nasi Kerabu,,,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Kak Som Nasi Kerabu,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11118811826,Kak Zah Ikan Singgang,,Kak Zah Ikan Singgang,restaurant,,,,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Kak Zah Ikan Singgang,,,,,,,,,,,,,,,,,,,,,,,,,,
